Date,PlayerID,SleepHours,Nutrition
2018-01-23,1,7.5,Excellent
2018-01-24,1,8.5,Excellent
2018-04-09,1,9.0,
2018-04-10,1,8.0,
2018-04-11,1,9.75,
2018-04-17,1,4.75,Okay
2018-04-18,1,8.5,Excellent
2018-05-08,1,9.0,Excellent
2018-05-09,1,8.75,Excellent
2018-06-04,1,3.0,Excellent
2018-06-05,1,8.75,Excellent
2018-06-06,1,9.5,Excellent
2018-07-16,1,9.0,Excellent
2018-07-17,1,8.75,Excellent
2018-01-23,2,9.75,
2018-01-24,2,9.0,
2018-04-09,2,9.5,
2018-04-10,2,9.0,
2018-04-11,2,8.25,
2018-04-17,2,8.25,
2018-04-18,2,10.0,
2018-05-08,2,8.75,
2018-05-09,2,9.25,
2018-06-04,2,3.5,
2018-06-05,2,10.0,
2018-06-06,2,7.0,
2018-07-16,2,9.5,
2018-07-17,2,9.0,
2018-01-23,3,8.0,Excellent
2018-01-24,3,8.0,Excellent
2018-04-09,3,8.0,Excellent
2018-04-10,3,8.0,Excellent
2018-04-11,3,7.5,Excellent
2018-04-17,3,5.0,Excellent
2018-04-18,3,9.0,Excellent
2018-05-08,3,7.5,Excellent
2018-05-09,3,9.0,Excellent
2018-06-04,3,1.5,Excellent
2018-06-05,3,11.0,Excellent
2018-06-06,3,8.0,Excellent
2018-07-16,3,7.5,
2018-07-17,3,8.5,
2018-01-24,4,8.0,Excellent
2018-04-09,4,10.5,Excellent
2018-04-10,4,8.5,Excellent
2018-04-11,4,8.0,Excellent
2018-04-17,4,8.5,Excellent
2018-04-18,4,9.5,Excellent
2018-05-08,4,9.0,Excellent
2018-05-09,4,9.25,Excellent
2018-06-05,4,7.75,Excellent
2018-06-06,4,9.75,Excellent
2018-07-16,4,8.75,Excellent
2018-07-17,4,9.25,Excellent
2018-01-24,5,8.0,Okay
2018-04-09,5,9.5,Okay
2018-04-11,5,8.5,Okay
2018-04-17,5,9.0,Okay
2018-04-18,5,8.25,Okay
2018-05-08,5,8.0,Okay
2018-05-09,5,8.0,Okay
