Date,PlayerID,SessionType,Duration
2018-01-25,1,Speed,50.0
2018-01-26,1,Speed,50.0
2018-04-12,1,Skills,60.0
2018-04-13,1,Skills,60.0
2018-04-14,1,Skills,20.0
2018-04-21,1,Skills,40.0
2018-05-11,1,Skills,60.0
2018-05-12,1,Skills,60.0
2018-06-07,1,Skills,60.0
2018-06-08,1,Skills,60.0
2018-07-19,1,Skills,60.0
2018-04-12,2,Skills,80.0
2018-04-13,2,Skills,50.0
2018-04-14,2,Skills,25.0
2018-04-20,2,Skills,70.0
2018-04-21,2,Skills,60.0
2018-05-11,2,Skills,80.0
2018-05-12,2,Skills,50.0
2018-06-08,2,Skills,60.0
2018-07-19,2,Skills,60.0
2018-01-25,3,Skills,60.0
2018-01-26,3,Skills,90.0
2018-01-27,3,Skills,60.0
2018-04-12,3,Skills,60.0
2018-04-13,3,Skills,60.0
2018-04-14,3,Skills,30.0
2018-04-20,3,Skills,75.0
2018-04-21,3,Skills,90.0
2018-05-11,3,Conditioning,30.0
2018-05-12,3,,
2018-06-07,3,Skills,60.0
2018-06-08,3,Skills,90.0
2018-06-09,3,Skills,60.0
2018-05-11,4,Skills,45.0
2018-01-25,6,Speed,40.0
2018-01-26,6,Speed,45.0
2018-01-27,6,,
2018-04-12,6,Speed,50.0
2018-04-13,6,Speed,45.0
2018-04-14,6,,
2018-05-11,6,Conditioning,25.0
2018-07-19,6,Conditioning,20.0
2018-01-26,7,Skills,60.0
2018-01-27,7,Skills,40.0
2018-04-12,7,Skills,70.0
2018-04-13,7,Skills,60.0
2018-04-14,7,Skills,30.0
2018-04-20,7,Conditioning,25.0
2018-04-21,7,,
2018-05-11,7,Skills,60.0
2018-05-12,7,Skills,60.0
2018-06-07,7,Skills,60.0
2018-06-08,7,Skills,60.0
2018-06-09,7,Skills,40.0
2018-07-19,7,Skills,60.0
2018-04-12,8,Skills,60.0
2018-05-11,8,Skills,60.0
2018-06-07,8,Skills,60.0
2018-01-26,9,Skills,90.0
2018-01-27,9,Skills,45.0
2018-01-27,10,Skills,60.0
2018-04-13,10,Skills,60.0
2018-04-14,10,Skills,30.0
2018-04-20,10,Skills,75.0
2018-04-21,10,Skills,90.0
2018-05-11,10,Skills,75.0
2018-05-12,10,Skills,90.0
2018-06-07,10,Speed,60.0
2018-07-19,10,Skills,75.0
2018-01-26,11,Skills,20.0
2018-01-27,11,Mobility/Recovery,30.0
2018-04-12,11,Skills,40.0
2018-04-13,11,Skills,15.0
2018-04-14,11,Mobility/Recovery,20.0
2018-04-20,11,Skills,65.0
2018-04-21,11,Mobility/Recovery,35.0
2018-05-11,11,Skills,60.0
2018-05-12,11,Mobility/Recovery,40.0
2018-06-07,11,Skills,75.0
2018-06-08,11,Mobility/Recovery,40.0
2018-06-09,11,Mobility/Recovery,45.0
2018-07-19,11,Skills,90.0
2018-07-20,11,Mobility/Recovery,15.0
2018-04-12,12,Skills,60.0
2018-05-11,12,Skills,45.0
2018-01-26,13,Skills,90.0
2018-01-27,13,Skills,40.0
2018-04-12,13,Skills,60.0
2018-04-13,13,Mobility/Recovery,10.0
2018-04-14,13,Mobility/Recovery,25.0
2018-04-20,13,Skills,90.0
2018-04-21,13,Mobility/Recovery,30.0
2018-05-11,13,Skills,60.0
2018-05-12,13,Mobility/Recovery,45.0
2018-06-07,13,Skills,60.0
2018-06-08,13,Mobility/Recovery,20.0
2018-06-09,13,Mobility/Recovery,25.0
2018-07-19,13,Skills,90.0
2018-07-20,13,Mobility/Recovery,10.0
2018-04-12,14,Skills,60.0
2018-06-07,14,Skills,60.0
2018-06-08,14,Skills,20.0
2018-01-27,15,,
2018-04-21,15,Speed,30.0
2018-01-26,16,Speed,45.0
2018-01-27,16,,
2018-04-12,16,Skills,45.0
2018-04-13,16,Skills,40.0
2018-04-14,16,Skills,20.0
2018-04-20,16,Skills,60.0
2018-04-21,16,Skills,50.0
2018-05-11,16,Skills,60.0
2018-05-12,16,Skills,60.0
2018-06-07,16,Skills,60.0
2018-06-08,16,Skills,60.0
2018-06-09,16,Skills,40.0
2018-07-19,16,Skills,60.0
2018-04-12,17,Speed,35.0
2018-04-21,17,Speed,45.0
2018-06-07,17,Speed,30.0
