Date,PlayerID,SessionType,Duration
2018-01-20,1,,
2018-04-06,1,,
2018-04-07,1,,
2018-04-08,1,Skills,90.0
2018-04-14,1,Skills,20.0
2018-04-15,1,Skills,45.0
2018-05-05,1,,
2018-05-06,1,,
2018-06-01,1,Skills,90.0
2018-06-02,1,,
2018-06-03,1,,
2018-07-13,1,,
2018-07-14,1,,
2018-01-19,2,,
2018-01-20,2,Conditioning,90.0
2018-01-21,2,,
2018-04-08,2,Skills,60.0
2018-04-14,2,Skills,25.0
2018-04-15,2,Skills,40.0
2018-05-05,2,,
2018-05-06,2,,
2018-06-01,2,Conditioning,90.0
2018-06-02,2,,
2018-07-13,2,,
2018-07-14,2,Mobility/Recovery,30.0
2018-01-19,3,,
2018-01-20,3,Skills,90.0
2018-01-21,3,,
2018-04-06,3,,
2018-04-07,3,,
2018-04-08,3,Skills,60.0
2018-04-14,3,Skills,30.0
2018-04-15,3,Skills,60.0
2018-05-05,3,,
2018-05-06,3,,
2018-06-01,3,Conditioning,60.0
2018-06-02,3,,
2018-06-03,3,,
2018-07-13,3,,
2018-07-14,3,,
2018-01-20,4,Speed,30.0
2018-01-20,5,,
2018-01-21,5,,
2018-04-08,5,Skills,40.0
2018-07-13,5,,
2018-04-14,6,,
2018-05-05,6,,
2018-05-06,6,,
2018-01-19,7,,
2018-01-20,7,Skills,30.0
2018-01-21,7,,
2018-04-06,7,,
2018-04-08,7,Skills,45.0
2018-04-14,7,Skills,30.0
2018-04-15,7,Skills,60.0
2018-05-05,7,,
2018-05-06,7,,
2018-06-01,7,Conditioning,30.0
2018-06-02,7,,
2018-07-13,7,,
2018-07-14,7,,
2018-01-19,8,,
2018-01-20,8,Skills,60.0
2018-01-21,8,,
2018-04-06,8,,
2018-06-01,8,Skills,90.0
2018-06-02,8,,
2018-06-03,8,,
2018-01-19,9,,
2018-01-20,9,Speed,25.0
2018-01-21,9,,
2018-01-20,10,Speed,25.0
2018-01-21,10,,
2018-04-06,10,,
2018-04-08,10,Skills,60.0
2018-04-14,10,Skills,30.0
2018-04-15,10,Skills,60.0
2018-05-06,10,,
2018-06-01,10,Speed,60.0
2018-06-02,10,,
2018-01-19,11,,
2018-01-20,11,Skills,90.0
2018-01-21,11,,
2018-04-06,11,,
2018-04-08,11,Skills,40.0
2018-04-14,11,Mobility/Recovery,20.0
2018-04-15,11,Mobility/Recovery,45.0
2018-05-05,11,,
2018-05-06,11,,
2018-06-01,11,Skills,40.0
2018-06-02,11,,
2018-06-03,11,,
2018-07-13,11,,
2018-01-20,12,Conditioning,45.0
2018-01-21,12,,
2018-01-19,13,Mobility/Recovery,60.0
2018-01-20,13,Speed,30.0
2018-01-21,13,Mobility/Recovery,15.0
2018-04-07,13,,
2018-04-08,13,Skills,40.0
2018-04-14,13,Mobility/Recovery,25.0
2018-04-15,13,Mobility/Recovery,20.0
2018-05-05,13,,
2018-05-06,13,Mobility/Recovery,15.0
2018-06-01,13,Skills,60.0
2018-06-02,13,,
2018-07-13,13,,
2018-07-14,13,,
2018-04-08,14,Skills,60.0
2018-01-20,16,,
2018-01-21,16,,
2018-04-06,16,,
2018-04-07,16,,
2018-04-08,16,Skills,50.0
2018-04-14,16,Skills,20.0
2018-04-15,16,Skills,40.0
2018-05-05,16,,
2018-05-06,16,,
2018-06-01,16,Skills,60.0
2018-06-02,16,,
2018-06-03,16,,
2018-07-13,16,,
2018-07-14,16,,
2018-01-20,17,Speed,20.0
2018-06-01,17,Speed,10.0
