Date,PlayerID,SessionType,Duration
2018-01-25,1,Speed,50.0
2018-01-26,1,Speed,50.0
2018-04-12,1,Skills,60.0
2018-04-13,1,Skills,60.0
2018-04-19,1,,
2018-05-11,1,Skills,60.0
2018-06-07,1,Skills,60.0
2018-06-08,1,Skills,60.0
2018-07-18,1,,
2018-07-19,1,Skills,60.0
2018-04-11,2,,
2018-04-12,2,Skills,80.0
2018-04-13,2,Skills,50.0
2018-04-19,2,Mobility/Recovery,20.0
2018-04-20,2,Skills,70.0
2018-05-10,2,Mobility/Recovery,60.0
2018-05-11,2,Skills,80.0
2018-06-06,2,,
2018-06-08,2,Skills,60.0
2018-07-18,2,,
2018-07-19,2,Skills,60.0
2018-01-25,3,Skills,60.0
2018-01-26,3,Skills,90.0
2018-04-11,3,,
2018-04-12,3,Skills,60.0
2018-04-13,3,Skills,60.0
2018-04-20,3,Skills,75.0
2018-05-10,3,Speed,60.0
2018-05-11,3,Conditioning,30.0
2018-06-06,3,,
2018-06-07,3,Skills,60.0
2018-06-08,3,Skills,90.0
2018-07-18,3,,
2018-05-11,4,Skills,45.0
2018-01-26,6,Speed,45.0
2018-04-12,6,Speed,50.0
2018-04-13,6,Speed,45.0
2018-04-19,6,Speed,45.0
2018-05-10,6,Speed,40.0
2018-05-11,6,Conditioning,25.0
2018-07-18,6,,
2018-07-19,6,Conditioning,20.0
2018-01-26,7,Skills,60.0
2018-04-11,7,,
2018-04-12,7,Skills,70.0
2018-04-13,7,Skills,60.0
2018-04-19,7,Conditioning,30.0
2018-04-20,7,Conditioning,25.0
2018-05-10,7,,
2018-05-11,7,Skills,60.0
2018-06-07,7,Skills,60.0
2018-06-08,7,Skills,60.0
2018-07-18,7,,
2018-07-19,7,Skills,60.0
2018-04-12,8,Skills,60.0
2018-05-11,8,Skills,60.0
2018-06-06,8,Mobility/Recovery,30.0
2018-06-07,8,Skills,60.0
2018-01-26,9,Skills,90.0
2018-04-11,10,,
2018-04-13,10,Skills,60.0
2018-04-20,10,Skills,75.0
2018-05-10,10,,
2018-05-11,10,Skills,75.0
2018-06-07,10,Speed,60.0
2018-07-18,10,,
2018-07-19,10,Skills,75.0
2018-01-26,11,Skills,20.0
2018-04-11,11,,
2018-04-12,11,Skills,40.0
2018-04-13,11,Skills,15.0
2018-04-19,11,,
2018-04-20,11,Skills,65.0
2018-05-10,11,,
2018-05-11,11,Skills,60.0
2018-06-06,11,,
2018-06-07,11,Skills,75.0
2018-06-08,11,Mobility/Recovery,40.0
2018-07-18,11,,
2018-07-19,11,Skills,90.0
2018-04-11,12,,
2018-04-12,12,Skills,60.0
2018-05-10,12,,
2018-05-11,12,Skills,45.0
2018-06-06,12,Mobility/Recovery,30.0
2018-01-26,13,Skills,90.0
2018-04-11,13,Mobility/Recovery,15.0
2018-04-12,13,Skills,60.0
2018-04-13,13,Mobility/Recovery,10.0
2018-04-19,13,Mobility/Recovery,30.0
2018-04-20,13,Skills,90.0
2018-05-10,13,Mobility/Recovery,30.0
2018-05-11,13,Skills,60.0
2018-06-06,13,Mobility/Recovery,30.0
2018-06-07,13,Skills,60.0
2018-06-08,13,Mobility/Recovery,20.0
2018-07-18,13,Mobility/Recovery,30.0
2018-07-19,13,Skills,90.0
2018-04-12,14,Skills,60.0
2018-05-10,14,Speed,40.0
2018-06-07,14,Skills,60.0
2018-06-08,14,Skills,20.0
2018-06-06,15,,
2018-01-26,16,Speed,45.0
2018-04-11,16,Mobility/Recovery,60.0
2018-04-12,16,Skills,45.0
2018-04-13,16,Skills,40.0
2018-04-19,16,Mobility/Recovery,60.0
2018-04-20,16,Skills,60.0
2018-05-10,16,,
2018-05-11,16,Skills,60.0
2018-06-06,16,,
2018-06-07,16,Skills,60.0
2018-06-08,16,Skills,60.0
2018-07-18,16,,
2018-07-19,16,Skills,60.0
2018-04-12,17,Speed,35.0
2018-04-19,17,Speed,45.0
2018-06-06,17,Strength,18.0
2018-06-07,17,Speed,30.0
